title,company,location,score,status,tfidf_score,reasoning,url,discovered_at
Mid-Level Backend Engineer,Fieldwire,United States - Fieldwire,72.0,scored,0.2517085708525972,"Solid backend fit, verify domain and debugging depth.",https://www.fieldwire.com/job/8633661002?gh_jid=8633661002,2026-09-15 07:11:35.800195
Senior Staff Backend Engineer - Cloud Infrastructure,Coupang,Mountain View,72.0,scored,0.17368175860373317,"Strong backend/AI fit, needs e-commerce domain validation.",https://www.coupang.jobs/en/jobs/?gh_jid=7438944,2026-09-15 07:11:35.768213
Java Backend Developer,Scoutit,"Bengaluru, Karnataka, India",72.0,manual_review,,highlight Java Spring and GenAI experience,https://www.linkedin.com/jobs/view/4464874121,2026-09-11 13:00:44.906015
Software Development Engineer II,Amazon,"Bengaluru, Karnataka, India",72.0,scored,0.2446969040415209,"Strong backend fit, needs supply chain domain adaptation",https://www.linkedin.com/jobs/view/4465038249,2026-09-11 13:00:33.058147
Senior Backend Developer (Immediate Joiners Only),MishiPay,"Bangalore, Karnataka",72.0,scored,0.12865389688552187,"Strong backend fit, verify availability and fintech interest.",https://www.adzuna.in/land/ad/5879669400?se=AM0SP-Ct8RGFr7QwaNS2yA&utm_medium=api&utm_source=5aeb6dfc&v=2ED500AEED0C6653E828457F81F975C9DACF7F2B,2026-09-11 13:00:32.633396
"Software Development Engineer II , Amazon Cross Border Tech",Amazon,"Bengaluru, Karnataka, India",72.0,manual_review,,emphasize backend APIs and AI localization expertise,https://www.linkedin.com/jobs/view/4455905238,2026-09-11 09:23:13.015922
"Software Development Engineer, Amazon Currency Converter for Sellers (ACCS)",Amazon,"Bengaluru, Karnataka, India",72.0,manual_review,,"Highlight Java backend, distributed search systems, and high-throughput pipelines",https://www.linkedin.com/jobs/view/4455795602,2026-09-11 09:23:12.989802
"Software Development Engineer II, Amazon Music Search",Amazon Music,"Bengaluru, Karnataka, India",72.0,manual_review,,"highlight scalability, AI/ML, Java/Python expertise",https://www.linkedin.com/jobs/view/4455790867,2026-09-11 09:23:12.653681
Senior Software Engineer — Infra Agent Systems Remote India,Together AI,"Bangalore Urban, Karnataka, India",72.0,scored,0.2794778175430954,"Strong backend/RAG fit, needs agent orchestration proof.",https://www.linkedin.com/jobs/view/4463560721,2026-09-11 09:23:11.172047
"Software Development Engineer, Prime Video - Linear Experience",Prime Video & Amazon MGM Studios,"Bengaluru, Karnataka, India",72.0,scored,0.24296204578609404,"Strong backend, needs media domain exposure",https://www.linkedin.com/jobs/view/4456336967,2026-09-11 09:23:11.100238
Senior Software Engineer (Java),Cvent,"Bengaluru, Karnataka, India",70.0,scored,0.24521652283079828,,https://www.linkedin.com/jobs/view/4448242785,2026-09-16 07:41:30.690260
Python Developer with ReactJS REST API AI 2Plus Yrs Chennai Pune and Blore,WHITE HORSE MANPOWER CONSULTANCY P LTD,India,70.0,scored,0.18723759624361533,"Strong AI backend fit, missing React frontend skills.",https://www.adzuna.in/details/5885452287?utm_medium=api&utm_source=5aeb6dfc,2026-09-16 05:35:42.884599
Technical Architect-Multi Cloud Site Reliability,IBM,"Bangalore, Karnataka",70.0,scored,0.15317584009444946,"Strong technical fit, but contract type and consulting gap need review.",https://www.adzuna.in/details/5885478466?utm_medium=api&utm_source=5aeb6dfc,2026-09-16 05:35:42.667341
AI Intern,Irisidea TechSolutions Private Limited,"KA, IN",70.0,scored,0.37801760849531474,"Strong backend & AI, but overqualified for intern role.",https://in.indeed.com/viewjob?jk=eeca424d8979c930,2026-09-16 04:55:23.692817
Senior Software Engineer II,Freenome,Remote,70.0,scored,0.24630829822553157,"Strong backend, ML, distributed pipelines; lacks platform & data lakehouse depth.",https://job-boards.greenhouse.io/freenome/jobs/8414748002,2026-09-16 04:55:22.636226
Risk Analyst,Paytm,"Bangalore, Karnataka",70.0,scored,0.19219398253248504,Consider SQL training,https://jobs.lever.co/paytm/beb24813-6250-46c4-b8af-63aae1f2bbe6,2026-09-16 04:55:18.920401
Software Development Engineer III -Backend,Meesho,"Bangalore, Karnataka",70.0,scored,0.1866641967866887,"Strong backend, AI, but needs more years for senior role",https://jobs.lever.co/meesho/c68ee07f-0e16-455b-bc4a-87848aaf46fa,2026-09-16 04:55:15.196829
"Software Engineer, Payins Card Networks",Stripe,US-PERM,70.0,scored,0.2487239576226735,Lacks payment domain experience,https://stripe.com/jobs/search?gh_jid=8198207,2026-09-16 04:55:13.887598
"Software Engineer, Backend",Stripe,US-PERM,70.0,scored,0.29739263074239275,Consider experience gap,https://stripe.com/jobs/search?gh_jid=8198280,2026-09-16 04:55:13.695963
Software Engineer,Stripe,US-PERM,70.0,scored,0.25482690648531237,"Backend engineer with AI, needs more experience.",https://stripe.com/jobs/search?gh_jid=8137972,2026-09-16 04:55:13.669021
Senior Backend Engineer,Avivesolutions,Remote,70.0,scored,0.3226790464908643,"Strong backend fit, missing Django and Elasticsearch.",https://jobs.lever.co/AviveSolutions/32413476-fd16-46e0-876c-dd7b0999e436,2026-09-15 07:11:36.005079
Careers - AppsFlyer,Appsflyer,Remote / Global,70.0,scored,0.13262426504520453,"Strong backend, AI, but missing R",https://boards.greenhouse.io/appsflyer/jobs/8173958002,2026-09-15 07:11:35.618297
Software Engineer 2,Booking Holdings (NASDAQ: BKNG),"Bengaluru, Karnataka, India",70.0,scored,,highlight scalability and AI pipeline experience,https://www.linkedin.com/jobs/view/4463978371,2026-09-11 13:00:48.140104
DE-.NET-Senior developer,EY,"Bengaluru, Karnataka, India",70.0,scored,,highlight backend AI expertise and Bangalore location,https://www.linkedin.com/jobs/view/4464516603,2026-09-11 13:00:46.079530
Senior Software Engineer - FullStack(Java&Angular),Warner Bros. Discovery,"Bengaluru East, Karnataka, India",70.0,scored,,highlight backend AI strengths,https://www.linkedin.com/jobs/view/4466074223,2026-09-11 13:00:45.309939
Backend Developer,SourcingXPress,"Bengaluru, Karnataka, India",70.0,scored,,"Highlight PostgreSQL, AI/LLM, RAG experience",https://www.linkedin.com/jobs/view/4466075908,2026-09-11 13:00:44.947641
Java Backend with AWS,Tenarai,,70.0,scored,,"Highlight Java, Spring, large‑scale APIs",https://www.linkedin.com/jobs/view/4463839297,2026-09-11 13:00:44.480873
Java Developer Contract,Solvex Solutions,India,70.0,scored,0.17798163434660305,"Solid Java/Spring fit, but experience level is borderline for Senior.",https://www.adzuna.in/land/ad/5879669352?se=SrRmQeCt8RGzFdSBQmr42Q&utm_medium=api&utm_source=5aeb6dfc&v=BA5121469DDF45EC65871EB234C555175B1F4E22,2026-09-11 13:00:33.457097
Python Lead/Architect,Persistent Systems,India,70.0,scored,0.1761653951247763,"Strong AI/Python fit, lacks Django/Flask and seniority.",https://www.adzuna.in/land/ad/5879671266?se=SMHPQOCt8RGCfMNiLzQRJA&utm_medium=api&utm_source=5aeb6dfc&v=5FBA7C86CE0FE738E34DD8E915E6E64699E1A40D,2026-09-11 13:00:33.228085
Lead Java Engineer,ThermoFisher Scientific,"Bangalore, Karnataka",70.0,scored,0.10683872093754296,"Strong backend/AI fit, needs domain validation.",https://www.adzuna.in/details/5879368813?utm_medium=api&utm_source=5aeb6dfc,2026-09-11 13:00:33.116698
Full Stack AI Engineer,United HR Solutions Pvt. Ltd.,India,70.0,scored,0.2413597096845872,Strong AI/backend skills but lacks required seniority.,https://www.adzuna.in/land/ad/5879671145?se=YBieP-Ct8RGRiuXmZP5mug&utm_medium=api&utm_source=5aeb6dfc&v=572CFCEDF12C17A657AB6E63C18109683B91DCE5,2026-09-11 13:00:32.884985
"Business Intel Engineer II, Amazon Pay",Amazon.com,"KA, IN",70.0,scored,,Highlight data pipelines and AI/ML relevance,https://in.indeed.com/viewjob?jk=19538253fb52d91d,2026-09-11 09:23:12.411306
Sr. Technical/Sr Product Support Engineer I,Planview,"KA, IN",70.0,scored,,highlight backend AI and scaling experience,https://in.indeed.com/viewjob?jk=f7e917892fdff32b,2026-09-11 09:23:12.046211
Software Development Engineer III,Tesco,"KA, IN",70.0,scored,0.17444722969041423,"Good backend, needs CI/CD/TDD",https://in.indeed.com/viewjob?jk=56ef4cf8357e31c2,2026-09-11 09:23:10.300639
Java - Sr Application Developer,Birlasoft,,70.0,scored,0.2948637964136998,"Strong backend, lacks cloud-native and CI/CD experience",https://www.linkedin.com/jobs/view/4463892676,2026-09-11 09:23:10.124946
Sr. Software Engineer,PayPal,"Bengaluru, Karnataka, India",69.0,scored,0.2691616912177335,"Good backend & AI skills, but limited microservices experience.",https://www.linkedin.com/jobs/view/4467940455,2026-09-16 04:55:23.753865
Sr. Software Engineer II @ Material Security - Jobs,Materialsecurity,"Material Security, Inc. seeks a Senior Software Engineer II ",69.0,scored,0.11129937788572399,"Backend & AI skills, but security domain experience lacking.",https://jobs.ashbyhq.com/materialsecurity/5ae1888b-4d48-42e8-9751-95f9ccab1667,2026-09-16 04:55:23.351735
Senior Backend Engineer (Python),ShimentoX Technologies,"Bengaluru, Karnataka, India",68.0,scored,0.30377295087849043,Strong technical match in Python and backend but under target experience.,https://www.linkedin.com/jobs/view/4467940853,2026-09-16 07:41:30.655745
Software Engineer II - Recommendations,Klaviyo,Boston,68.0,scored,0.3252619323676529,"Solid backend/AI fit, lacks Spark & recsys depth.",https://www.klaviyo.com/careers/jobs/7855798003?gh_jid=7855798003,2026-09-16 05:35:46.105634
"Software Engineer II, Full Stack",Pinterest,Toronto,68.0,scored,0.22499361890970043,"Strong backend/AI fit, needs frontend validation for full-stack role.",https://www.pinterestcareers.com/jobs/?gh_jid=5459622,2026-09-16 05:35:46.067073
"Senior Backend Engineer, Entities @ EvenUp - Jobs",Evenup,"Senior Backend Engineer, Entities. Location. San Francisco (",68.0,scored,0.13312259946166885,"Solid backend/AI fit, verify seniority and location eligibility.",https://jobs.ashbyhq.com/evenup/14003192-676e-44df-998d-e2c5e01c2f69,2026-09-16 05:35:45.808519
"Principal Machine Learning Systems Engineer, Search Platform",Atlassian,"Agram, Bangalore",68.0,scored,0.14916169575976046,"Solid backend/AI fit, verify agent experience and seniority.",https://www.adzuna.in/details/5885687726?utm_medium=api&utm_source=5aeb6dfc,2026-09-16 05:35:42.495992
Forward Deployed Engineer,Arcesium,"Hyderabad, Telangana",68.0,scored,0.1016209896483139,"Solid backend/AI fit, needs financial domain validation",https://www.adzuna.in/land/ad/5885455987?se=uhayKZCx8RG-jqQV750-bA&utm_medium=api&utm_source=5aeb6dfc&v=3A4D58332B8E2DA63BEC45BCB37C612C8893F6EE,2026-09-16 05:35:42.059758
Software Engineer Senior Consultant II,Allstate Insurance,"KA, IN",68.0,scored,0.24042300077271872,Strong backend fit but lacks explicit TDD/CI/CD evidence.,https://in.indeed.com/viewjob?jk=70c304628091604e,2026-09-16 04:55:27.103966
Software Developement Engineer II (SDE-II),Increff,"KA, IN",68.0,scored,0.2743469202975421,"Solid backend fit, verify SQL depth and leadership readiness.",https://in.indeed.com/viewjob?jk=d56067190842d608,2026-09-16 04:55:27.042647
Python Backend Developer with AWS and SQL (Software Engineer II),JPMorganChase,"KA, IN",68.0,scored,0.25741510677326557,"Solid backend/AI fit, verify CI/CD and enterprise scale experience.",https://in.indeed.com/viewjob?jk=064b41ab8a89a2fa,2026-09-16 04:55:27.001774
Software Engineer II- Middleware,FCT,"KA, IN",68.0,scored,0.2891676498300672,"Solid AI/Python backend fit, but lacks DevOps/CI-CD depth.",https://in.indeed.com/viewjob?jk=d63094ff1784d89e,2026-09-16 04:55:26.959004
"Software Development Engineer, Amazon OpenSearch Service - Control Plane",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",68.0,scored,0.22394888212822356,"Strong search/distributed fit, lacks AWS cloud depth.",https://www.linkedin.com/jobs/view/4467927080,2026-09-16 04:55:26.647188
Fullstack Developer,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",68.0,scored,0.2654191789234801,Strong backend/AI fit but lacks network and UI skills.,https://www.linkedin.com/jobs/view/4467718078,2026-09-16 04:55:26.631860
Senior Java Developer,Workfall,"Bengaluru, Karnataka, India",68.0,scored,0.2763359284812477,Solid backend fit but lacks AWS and seniority.,https://www.linkedin.com/jobs/view/4466175698,2026-09-16 04:55:25.561973
Back End Developer,Duruper,"Bengaluru, Karnataka, India",68.0,scored,0.2560234457705262,Solid backend fit but missing AWS/Terraform infrastructure skills.,https://www.linkedin.com/jobs/view/4458466422,2026-09-16 04:55:25.030657
Backend Engineer (SDE 1),Kredivo Group,"Bengaluru, Karnataka, India",68.0,scored,0.21022674139457864,"Solid backend fit, lacks AWS/Kafka/Go stack experience.",https://www.linkedin.com/jobs/view/4456861392,2026-09-16 04:55:24.772192
Software Engineer II @ Hello Patient - Jobs,Hellopatient,ABOUT THE ROLE As a Senior Software Engineer II at Hello Pat,68.0,scored,0.11576395501701364,"Strong AI/backend fit, lacks healthcare domain and seniority.",https://jobs.ashbyhq.com/hellopatient/d717b4fa-da1a-4245-8b2c-600a0213de9b,2026-09-16 04:55:23.550637
Job Application for Software Engineer II (Java) - Pricing at Adyen,Adyen,Remote / Global,68.0,scored,0.1489892391054087,Experience below requirement; lacks pricing domain knowledge,https://boards.greenhouse.io/adyen/jobs/6761898,2026-09-16 04:55:22.249203
Senior Backend Engineer - Infrastructure,Atoms,Lithuania,68.0,scored,0.2831749064797773,"Backend strong, cloud & microservices experience needed.",https://job-boards.greenhouse.io/atoms/jobs/8041037002,2026-09-16 04:55:20.074411
SrFullstack Developer,InfoVision Inc.,"Hyderabad, Telangana",68.0,scored,0.2018063648211884,"Backend strong, lacks front-end and cloud skills.",https://www.adzuna.in/details/5885391165?utm_medium=api&utm_source=5aeb6dfc,2026-09-16 04:55:12.123276
Senior Backend Engineer @ Nash - Jobs,Nash,We are looking for a Senior Backend Engineer to design and b,68.0,scored,0.15350300054412952,"Solid backend skills, but lacks logistics domain and seniority.",https://jobs.ashbyhq.com/Nash/5078366e-db73-45a4-b9cb-23162d3bc28b,2026-09-15 07:11:36.103051
Backend Engineer,Navierai,SF,68.0,scored,0.3412296639876569,"Solid backend fit, lacks domain-specific simulation experience.",https://job-boards.greenhouse.io/navierai/jobs/4863071008,2026-09-15 07:11:35.815825
"Software Engineer III, Full Stack",Google,"Bengaluru, Karnataka, India",68.0,scored,,highlight backend AI and large-scale systems,https://www.linkedin.com/jobs/view/4456007508,2026-09-11 13:00:48.164052
Software Engineer,Kobie,"Bengaluru, Karnataka, India",68.0,scored,,Highlight Java/Spring experience and Bangalore location,https://www.linkedin.com/jobs/view/4456219326,2026-09-11 13:00:48.093823
Senior Software Engineer - C++,Microsoft,"Bengaluru, Karnataka, India",68.0,scored,,highlight AI backend expertise and scalability,https://www.linkedin.com/jobs/view/4465693029,2026-09-11 13:00:48.071634
Software Development Engineer II,Amazon.com,"KA, IN",68.0,scored,,emphasize backend scalability and distributed systems,https://in.indeed.com/viewjob?jk=7a2fcce072772066,2026-09-11 13:00:47.478357
Graphics Software Infrastructure Engineer,Qualcomm,"KA, IN",68.0,scored,,emphasize distributed systems and AI pipeline experience,https://in.indeed.com/viewjob?jk=092a5617ea642020,2026-09-11 13:00:45.331875
Java Backend Developer/.net Developer- Multiple Positions,Allstate India,"Bengaluru, Karnataka, India",68.0,scored,,highlight Java Spring backend expertise,https://www.linkedin.com/jobs/view/4463883306,2026-09-11 13:00:44.355851
"(IND) SENIOR, SOFTWARE ENGINEER",Walmart Global Tech India,"Bengaluru, Karnataka, India",68.0,scored,0.31577773482934307,"Solid Java/AI fit, lacks infra/streaming depth",https://www.linkedin.com/jobs/view/4407757184,2026-09-11 13:00:44.132861
Software Engineer III - Java AWS,JPMorganChase,"Bengaluru, Karnataka, India",68.0,scored,,,https://www.linkedin.com/jobs/view/4456391205,2026-09-11 09:23:13.204168
"Software Development Engineer II , Risk and Compliance Solutions (RCS)",Amazon,"Bengaluru, Karnataka, India",68.0,scored,,emphasize scalable backend and AI pipeline achievements,https://www.linkedin.com/jobs/view/4455773926,2026-09-11 09:23:12.966268
"Software Development Engineer II, Alexa Connect Kit, Alexa Smart Home",Amazon,"Bengaluru, Karnataka, India",68.0,scored,,"emphasize backend, AI, cloud API skills",https://www.linkedin.com/jobs/view/4455904194,2026-09-11 09:23:12.936679
"Software Dev Engineer II, Alexa Smart Home",Amazon,"Bengaluru, Karnataka, India",68.0,scored,,highlight scalability and AI background,https://www.linkedin.com/jobs/view/4455909048,2026-09-11 09:23:12.884512
Software Engineer II,Akamai Technologies,"Bengaluru, Karnataka, India",68.0,scored,,Highlight Python backend and scalability experience,https://www.linkedin.com/jobs/view/4465040967,2026-09-11 09:23:12.808431
"Software Development Engineer II, AWS Compliance & Security Assurance, Denied Party Screening",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",68.0,scored,,"highlight scalability, ML, backend expertise",https://www.linkedin.com/jobs/view/4455904204,2026-09-11 09:23:12.743975
Software Engineer,NetApp,"Bengaluru, Karnataka, India",68.0,scored,,Emphasize Python backend and AI pipeline expertise,https://www.linkedin.com/jobs/view/4463075919,2026-09-11 09:23:12.607960
"Software Dev Engineer II, Amazon Leo Commerce",Amazon.com,"KA, IN",68.0,scored,,highlight backend scalability and AI skills,https://in.indeed.com/viewjob?jk=11ca01ff90ee128e,2026-09-11 09:23:12.536845
Software Engineer - Full Stack,Microsoft,"KA, IN",68.0,scored,,highlight scalability and AI backend experience,https://in.indeed.com/viewjob?jk=bac5b42fa43e65d4,2026-09-11 09:23:12.473041
"Business Intel Engineer II, DISCO",Amazon.com,"KA, IN",68.0,scored,,highlight data pipelines and AI experience,https://in.indeed.com/viewjob?jk=6c436c1e60da659a,2026-09-11 09:23:12.390288
Network Engineer II,Samsara,"KA, IN",68.0,scored,,Emphasize Java backend and API experience,https://in.indeed.com/viewjob?jk=64be0913a01f7a21,2026-09-11 09:23:11.947221
Sr Software Engineer II (Java) - IN,OpSec Security Group,"KA, IN",68.0,scored,0.27742563665579495,"Solid Java backend fit, lacks specific cloud and DB stack.",https://in.indeed.com/viewjob?jk=84877c7f35809b02,2026-09-11 09:23:11.924419
Software Engineer II - Low-Latency Java and Kafka,JPMorganChase,"KA, IN",68.0,scored,,emphasize scalable backend AI expertise,https://in.indeed.com/viewjob?jk=9aaef5827d2028c1,2026-09-11 09:23:11.853546
Software Engineer,HuntingCube,"Bengaluru, Karnataka, India",68.0,scored,0.2849865881929743,Solid backend/AI fit but missing core infra skills.,https://www.linkedin.com/jobs/view/4465830344,2026-09-11 09:23:11.564948
Software Engineer for Mist Wired Assurance & Mist Edge solution,Hewlett Packard Enterprise,"Bengaluru, Karnataka, India",65.0,scored,0.27470715260451883,Solid backend skills but lacks seniority and CI/CD depth.,https://www.linkedin.com/jobs/view/4467708987,2026-09-16 10:10:13.565586
Senior Software Engineer - Java development,SCIENTIFIC GAMES,"Bengaluru, Karnataka, India",65.0,scored,0.2117815739966956,Strong backend skills but under-experienced for senior SDE role.,https://www.linkedin.com/jobs/view/4465952864,2026-09-16 10:10:13.560851
"Software Development Engineer, Amazon OpenSearch Service - Plugins and Security",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",65.0,scored,0.2239488821282236,"Strong search backend fit, lacks AWS cloud depth.",https://www.linkedin.com/jobs/view/4467920110,2026-09-16 07:41:30.971518
SDE II Golang,Versatile.club,India,65.0,scored,0.2633394999292341,Strong backend fit but missing core Golang requirement.,https://www.adzuna.in/details/5885450733?utm_medium=api&utm_source=5aeb6dfc,2026-09-16 05:35:42.350489
Full Stack Engineer,Duruper,"Bengaluru, Karnataka, India",65.0,scored,0.31634595102577023,Strong backend fit but lacks required frontend stack experience.,https://www.linkedin.com/jobs/view/4457735536,2026-09-16 04:55:27.902219
"Senior Software Engineer( Java, AWS)",Epsilon,"Bengaluru, Karnataka, India",65.0,scored,0.2696369490154675,Strong backend skills but insufficient seniority for enterprise role.,https://www.linkedin.com/jobs/view/4466833153,2026-09-16 04:55:26.695759
"Senior Software Engineer, Core, Lavaflow",Google,"Bengaluru, Karnataka, India",65.0,scored,0.33897266002990883,Strong AI/NLP fit but short on seniority and scale.,https://www.linkedin.com/jobs/view/4466193406,2026-09-16 04:55:26.552466
"Senior Java Developer (Spring boot, Rest API)_7+Yrs_Bangalore",Global Payments Inc.,"Bengaluru, Karnataka, India",65.0,scored,0.19914223886090834,Solid Java/Spring fit but lacks seniority and fintech domain.,https://www.linkedin.com/jobs/view/4448182718,2026-09-16 04:55:25.301648
SDE-3 (Backend Engineering),Osfin.ai,"Bengaluru East, Karnataka, India",65.0,scored,0.3081789944264403,Strong backend skills but lacks FinTech domain and seniority.,https://www.linkedin.com/jobs/view/4466507795,2026-09-16 04:55:25.138958
